timestamp,b_0,b_1,b_2,b_3,axL,ayL,azL,gxL,gyL,gzL,mxL,myL,mzL,tbsL,axR,ayR,azR,gxR,gyR,gzR,mxR,myR,mzR,tbsR,trash
1651541333.5469923,0,0,0,0,-0.56,0.27,-0.81,9.03,45.17,266.85,25.49,24.46,-6.92,0,-0.02,1.46,-0.86,-26.79,29.11,49.62,34.66,14.54,-0.27,0,none
1651541333.5569541,0,0,0,0,-0.62,0.35,-1.16,3.85,3.23,259.89,25.49,24.46,-6.92,0,-0.18,1.79,-1.09,-15.26,7.26,39.31,34.66,14.54,-0.27,0,none
1651541333.5670688,0,0,0,0,-0.68,0.47,-1.50,-6.96,-45.47,253.17,25.49,24.46,-6.92,0,-0.13,1.75,-1.23,-39.43,-17.40,22.34,34.66,14.54,-0.27,0,none
1651541333.5778599,0,0,0,0,-0.72,0.53,-1.77,-21.91,-101.38,247.99,25.49,24.46,-6.92,0,-0.12,1.81,-0.86,-84.11,-59.75,-20.63,35.08,14.06,-3.21,0,none
1651541333.5892963,0,0,0,0,-0.86,0.74,-1.82,-13.85,-223.51,242.49,26.90,26.71,-6.74,0,-0.24,1.94,-0.63,-73.00,-72.81,-44.49,35.08,14.06,-3.21,0,none
1651541333.601136,0,0,0,0,-1.02,0.88,-1.56,-6.77,-284.97,238.10,26.90,26.71,-6.74,0,-0.32,1.88,-0.50,-43.40,-82.09,-65.12,35.08,14.06,-3.21,0,none
1651541333.6127577,0,0,0,0,-1.03,1.11,-1.02,0.49,-343.20,230.41,26.90,26.71,-6.74,0,-0.35,1.77,-0.38,-13.98,-86.55,-82.76,35.08,14.06,-3.21,0,none
1651541333.6240706,0,0,0,0,-0.88,1.52,-0.34,33.87,-394.29,216.74,26.90,26.71,-6.74,0,-0.35,1.62,-0.30,8.91,-86.61,-97.29,35.08,14.06,-3.21,0,none
1651541333.6385338,0,0,0,0,-0.81,1.87,0.30,91.25,-436.22,194.70,26.90,26.71,-6.74,0,-0.35,1.46,-0.27,17.64,-83.92,-108.15,35.97,14.88,-5.87,0,none
1651541333.665183,0,0,0,0,-0.87,2.09,0.89,156.31,-468.51,161.80,26.90,26.71,-6.74,0,-0.33,1.35,-0.24,13.73,-79.35,-116.46,35.97,14.88,-5.87,0,none
1651541333.6790094,1,0,0,0,-1.05,1.99,1.38,31.07,-321.84,94.60,17.31,27.70,-14.25,0,-0.31,1.25,-0.21,13.73,-79.35,-116.46,35.97,14.88,-5.87,0,none
1651541333.6924546,0,0,0,0,1.25,4.00,2.96,5.55,73.85,-31.56,17.31,27.70,-14.25,0,-0.32,1.19,-0.19,-2.99,-69.40,-130.74,35.97,14.88,-5.87,0,none
1651541333.7023897,0,0,0,0,0.87,1.67,0.28,5.55,73.85,-31.56,17.31,27.70,-14.25,0,-0.37,1.10,-0.18,-2.99,-69.40,-130.74,35.97,14.88,-5.87,0,none
1651541333.712498,0,0,0,0,0.01,1.46,0.77,-3.72,24.29,-104.37,17.31,27.70,-14.25,0,-0.37,1.00,-0.16,-16.54,-62.01,-144.71,35.97,14.88,-5.87,0,none
1651541333.722514,0,0,0,0,-0.22,1.04,1.25,-10.99,11.05,-118.96,17.31,27.70,-14.25,0,-0.34,0.93,-0.13,-9.83,-58.47,-148.93,36.93,14.94,-6.16,0,none
1651541333.7329907,0,0,0,0,-0.35,0.82,1.67,-14.95,17.33,-127.01,14.04,27.82,-15.28,1,-0.30,0.81,-0.11,1.59,-54.87,-150.39,36.93,14.94,-6.16,0,none
1651541333.743097,0,0,0,0,-0.32,0.75,1.94,26.55,35.22,-134.09,14.04,27.82,-15.28,1,-0.25,0.67,-0.06,11.17,-51.45,-141.66,36.93,14.94,-6.16,0,none
1651541333.7529552,0,0,0,0,-0.48,0.59,1.95,56.34,59.69,-139.04,14.04,27.82,-15.28,1,-0.10,0.38,-0.10,7.63,-50.66,-132.39,36.93,14.94,-6.16,0,none
1651541333.762989,0,0,0,0,-0.60,0.52,1.90,68.05,88.44,-141.30,14.04,27.82,-15.28,1,-0.04,0.28,-0.09,1.40,-50.23,-120.24,36.93,14.94,-6.16,0,none
1651541333.7728162,0,0,0,0,-0.64,0.34,1.82,55.73,120.24,-140.08,14.04,27.82,-15.28,1,0.00,0.23,-0.06,-3.30,-50.05,-104.86,36.93,14.94,-6.16,0,none
1651541333.7828727,0,0,0,0,-0.71,0.29,1.72,32.90,151.37,-136.35,14.04,27.82,-15.28,1,0.08,0.20,-0.04,-2.44,-49.38,-87.95,37.10,15.41,-7.91,0,none
1651541333.7931175,0,0,0,0,-0.67,0.18,1.55,11.17,178.77,-131.16,19.31,27.92,-11.99,1,0.07,0.25,-0.02,1.22,-49.07,-70.74,37.10,15.41,-7.91,0,none
1651541333.804005,0,0,0,0,-0.54,0.04,1.14,-18.55,216.49,-118.84,19.31,27.92,-11.99,1,0.09,0.25,-0.02,1.65,-48.65,-53.83,37.10,15.41,-7.91,0,none
1651541333.8155706,0,0,0,0,-0.53,-0.02,0.87,-24.84,226.01,-112.85,19.31,27.92,-11.99,1,0.10,0.30,-0.01,2.93,-48.40,-38.27,37.10,15.41,-7.91,0,none
1651541333.827441,0,0,0,0,-0.56,-0.08,0.60,-30.70,230.65,-107.48,19.31,27.92,-11.99,1,0.10,0.39,-0.02,9.95,-48.83,-24.48,37.10,15.41,-7.91,0,none
1651541333.8325832,0,0,0,1,-0.57,-0.11,0.32,-34.30,229.49,-103.03,19.31,27.92,-11.99,1,0.10,0.47,-0.04,9.95,-48.83,-24.48,37.10,15.41,-7.91,0,none
1651541333.8444178,0,0,0,0,-0.52,-0.15,0.05,-39.73,222.35,-100.65,19.31,27.92,-11.99,1,0.11,0.55,-0.07,21.85,-53.34,-4.94,27.05,10.86,-10.18,0,none
1651541333.856043,0,0,0,0,-0.43,-0.17,-0.19,-58.53,208.07,-99.98,25.50,27.78,-6.56,0,0.11,0.63,-0.08,19.84,-56.95,-0.18,27.05,10.86,-10.18,0,none
1651541333.8675282,0,0,0,0,-0.35,-0.14,-0.38,-68.05,186.22,-100.89,25.50,27.78,-6.56,0,0.10,0.72,-0.06,18.98,-60.30,2.99,27.05,10.86,-10.18,0,none
1651541333.8790395,0,0,0,0,-0.24,-0.15,-0.57,-72.14,156.68,-103.45,25.50,27.78,-6.56,0,0.07,0.79,-0.03,21.73,-63.66,3.91,27.05,10.86,-10.18,0,none
1651541333.8906415,0,0,0,0,-0.10,-0.19,-0.78,-63.11,120.12,-106.87,25.50,27.78,-6.56,0,0.04,0.83,-0.01,23.80,-66.59,3.30,27.05,10.86,-10.18,0,none
1651541333.9022486,0,0,0,0,-0.01,-0.31,-1.02,-43.46,76.97,-108.58,25.50,27.78,-6.56,0,0.04,0.87,0.01,25.02,-68.54,2.44,26.94,10.72,-9.73,0,none
1651541333.913574,0,0,0,0,0.03,-0.48,-1.27,-28.69,26.55,-105.59,28.03,29.20,-3.99,0,0.05,0.92,0.09,21.00,-69.95,-0.55,26.94,10.72,-9.73,0,none
1651541333.9265866,0,0,0,0,0.12,-0.92,-1.77,-3.97,-95.34,-80.75,28.03,29.20,-3.99,0,0.02,0.95,0.12,22.95,-69.27,-2.38,26.94,10.72,-9.73,0,none
1651541333.939642,0,0,0,0,0.05,-1.17,-1.99,0.67,-164.55,-57.74,28.03,29.20,-3.99,0,0.03,0.99,0.13,25.57,-67.81,-3.42,26.94,10.72,-9.73,0,none
1651541333.9526036,0,0,0,0,-0.16,-1.33,-1.99,9.40,-233.89,-31.19,28.03,29.20,-3.99,0,0.04,1.03,0.11,28.56,-66.22,-4.70,26.94,10.72,-9.73,0,none
1651541333.9658604,0,0,0,0,-0.47,-1.30,-1.67,12.63,-296.75,-6.04,28.03,29.20,-3.99,0,0.05,1.04,0.09,26.31,-64.94,-7.45,26.94,10.72,-9.73,0,none
1651541333.9727228,0,1,0,0,-0.69,-1.11,-1.02,9.22,-351.99,14.65,22.51,33.67,-7.59,0,0.06,1.06,0.09,23.13,-64.33,-11.29,29.31,11.62,-7.24,0,none
1651541333.9854858,0,0,0,0,-0.61,-0.71,-0.16,15.50,-399.29,28.81,22.51,33.67,-7.59,0,0.04,1.07,0.09,22.22,-64.39,-15.99,29.31,11.62,-7.24,0,none
1651541333.9986708,0,0,0,0,-0.47,-0.27,0.74,48.16,-435.42,34.42,22.51,33.67,-7.59,0,0.04,1.03,0.10,15.20,-65.06,-21.12,29.31,11.62,-7.24,0,none
1651541334.0118823,0,0,0,0,-0.53,-0.01,1.51,85.63,-457.03,32.41,22.51,33.67,-7.59,0,0.02,1.00,0.12,5.25,-65.49,-26.49,29.31,11.62,-7.24,0,none
1651541334.0249634,0,0,0,0,-0.75,-0.04,2.14,85.63,-457.03,32.41,22.51,33.67,-7.59,0,-0.02,0.96,0.15,-1.04,-65.06,-31.56,29.31,11.62,-7.24,0,none
1651541334.0381768,0,0,0,0,0.93,-2.17,3.09,13.12,64.09,77.82,22.51,33.67,-7.59,0,-0.06,0.90,0.16,-3.97,-63.29,-36.19,29.31,11.62,-7.24,0,none
1651541334.0511353,0,0,0,0,0.58,0.33,1.36,13.12,64.09,77.82,0.96,40.50,-15.92,0,-0.08,0.80,0.19,-9.83,-60.85,-40.28,34.95,14.43,-5.15,0,none
1651541334.0644987,0,0,0,0,-0.24,0.01,1.37,-46.45,69.70,49.13,0.96,40.50,-15.92,0,-0.13,0.66,0.22,-22.64,-57.92,-44.07,34.95,14.43,-5.15,0,none
1651541334.0778778,0,0,0,0,-0.31,0.05,1.59,-46.45,69.70,49.13,0.96,40.50,-15.92,0,-0.21,0.58,0.28,-19.53,-54.44,-45.04,34.95,14.43,-5.15,0,none
1651541334.0908463,0,0,0,0,-0.24,0.04,1.80,-54.14,101.50,22.52,0.96,40.50,-15.92,0,-0.29,0.42,0.34,0.00,-51.27,-39.12,34.95,14.43,-5.15,0,none
1651541334.1043384,0,0,0,0,-0.19,0.17,1.88,-8.42,126.10,12.82,0.96,40.50,-15.92,0,-0.32,-0.19,0.26,2.32,-49.38,-24.11,34.95,14.43,-5.15,0,none
1651541334.1115823,0,0,1,0,-0.16,0.18,1.73,-8.42,126.10,12.82,0.96,40.50,-15.92,0,-0.12,-0.63,0.19,-1.16,-46.94,-0.92,40.30,18.79,0.11,0,none
1651541334.1244547,0,0,0,0,-0.14,0.21,1.60,22.16,162.72,-2.62,4.44,38.83,-15.10,0,-0.11,-1.80,-0.02,15.14,-43.15,83.62,40.30,18.79,0.11,0,none
1651541334.1374097,0,0,0,0,-0.22,0.20,1.51,11.17,179.50,-8.97,4.44,38.83,-15.10,0,-0.26,-2.14,-0.09,40.04,-42.79,142.27,40.30,18.79,0.11,0,none
1651541334.1507673,0,0,0,0,-0.31,0.20,1.42,-2.99,195.80,-16.30,4.44,38.83,-15.10,0,-0.49,-2.23,-0.19,60.79,-47.06,207.40,40.30,18.79,0.11,0,none
1651541334.1642137,0,0,0,0,-0.30,0.19,1.34,-17.82,208.62,-23.38,4.44,38.83,-15.10,0,-0.67,-1.95,-0.25,69.52,-56.34,272.40,40.30,18.79,0.11,0,none
1651541334.1772559,0,0,0,0,-0.22,0.20,1.19,-27.53,217.71,-30.40,4.44,38.83,-15.10,0,-0.78,-1.34,-0.20,57.50,-69.46,333.80,40.30,18.79,0.11,0,none
1651541334.190117,0,0,0,0,-0.24,0.17,0.73,-36.74,228.21,-46.14,4.44,38.83,-15.10,0,-0.81,-0.57,0.01,38.70,-81.91,386.54,33.78,15.08,2.34,0,none
1651541334.2030907,0,0,0,0,-0.28,0.08,0.45,-35.64,227.54,-54.87,10.22,38.24,-13.44,0,-0.84,0.27,0.32,11.35,-89.78,423.52,33.78,15.08,2.34,0,none
1651541334.2164862,0,0,0,0,-0.28,0.04,0.19,-39.18,221.74,-64.21,10.22,38.24,-13.44,0,-1.22,3.94,1.75,-100.16,-41.14,168.21,33.78,15.08,2.34,0,none
1651541334.2300808,0,0,0,0,-0.30,-0.05,-0.04,-64.94,212.16,-74.71,10.22,38.24,-13.44,0,0.49,2.30,1.73,-100.16,-41.14,168.21,33.78,15.08,2.34,0,none
1651541334.2387075,1,0,0,0,-0.34,0.01,-0.20,-84.53,197.81,-87.65,10.22,38.24,-13.44,0,0.79,-0.41,0.34,17.03,45.10,-99.43,33.78,15.08,2.34,0,none
1651541334.251637,0,0,0,0,-0.29,0.04,-0.42,-85.94,176.82,-103.76,10.22,38.24,-13.44,0,0.24,0.27,0.21,9.95,40.83,-44.37,33.78,15.08,2.34,0,none
1651541334.2651906,0,0,0,0,-0.18,0.11,-0.73,-64.76,146.30,-120.73,17.88,35.71,-10.33,0,0.13,0.68,0.11,-6.10,33.02,-13.49,18.38,9.67,0.55,0,none
1651541334.2783768,0,0,0,0,-0.07,0.08,-1.18,-33.69,104.92,-136.78,17.88,35.71,-10.33,0,-0.01,1.13,0.07,-18.49,25.09,-3.60,18.38,9.67,0.55,0,none
1651541334.2914536,0,0,0,0,-0.07,-0.04,-1.66,-33.69,104.92,-136.78,17.88,35.71,-10.33,0,-0.08,1.39,0.07,-33.08,19.53,-6.53,18.38,9.67,0.55,0,none
1651541334.304704,0,0,0,0,-0.11,-0.16,-2.07,-31.19,-10.80,-160.10,17.88,35.71,-10.33,0,-0.11,1.56,0.14,-44.98,15.50,-16.11,18.38,9.67,0.55,0,none
1651541334.3181195,0,0,0,0,-0.08,-0.31,-2.44,-32.78,-83.68,-164.31,17.88,35.71,-10.33,0,-0.08,1.69,0.26,-59.20,13.31,-28.56,18.38,9.67,0.55,0,none
1651541334.3315356,0,0,0,0,-0.15,-0.41,-2.67,-18.49,-163.15,-163.64,17.88,35.71,-10.33,0,-0.11,1.81,0.39,-66.89,13.79,-44.62,18.38,9.67,0.55,0,none
1651541334.3447978,0,0,0,0,-0.33,-0.58,-2.80,-6.47,-247.13,-159.67,23.36,31.77,-7.21,0,-0.18,1.96,0.53,-57.74,17.76,-64.45,18.02,9.22,2.43,0,none
1651541334.3578086,0,0,0,0,-0.81,-0.67,-2.28,-22.28,-414.49,-146.42,23.36,31.77,-7.21,0,-0.24,1.99,0.66,-33.81,34.79,-111.08,18.02,9.22,2.43,0,none
1651541334.3711214,0,0,0,0,-1.10,-0.55,-1.49,-17.15,-483.34,-144.29,23.36,31.77,-7.21,0,-0.36,1.79,0.69,-28.63,47.12,-135.44,18.02,9.22,2.43,0,none
1651541334.384475,0,0,0,0,-1.27,-0.34,-0.49,2.44,-536.68,-148.50,23.36,31.77,-7.21,0,-0.43,1.63,0.72,-31.43,60.55,-157.35,18.02,9.22,2.43,0,none
1651541334.3981745,0,0,0,0,-1.28,-0.17,0.51,46.14,-575.56,-160.83,23.36,31.77,-7.21,0,-0.52,1.42,0.77,-42.97,74.10,-176.15,18.02,9.22,2.43,0,none
1651541334.4112566,0,0,0,0,-1.38,-0.19,1.35,94.60,-596.25,-178.65,20.32,30.38,-10.53,0,-0.64,1.22,0.81,-44.56,88.44,-191.22,18.02,9.22,2.43,0,none
1651541334.4243546,0,0,0,0,-1.65,-0.50,2.00,143.68,-573.49,-191.71,20.32,30.38,-10.53,0,-0.63,0.91,0.84,-42.60,104.80,-201.05,23.57,10.29,1.68,0,none
1651541334.4378464,0,0,0,0,-3.72,-4.00,4.00,143.68,-573.49,-191.71,20.32,30.38,-10.53,0,-0.61,0.61,0.84,-38.33,122.62,-205.26,23.57,10.29,1.68,0,none
1651541334.4516764,0,0,0,0,1.67,-1.79,1.38,-113.71,127.01,-56.88,20.32,30.38,-10.53,0,-0.64,0.30,0.83,-34.48,140.14,-202.58,23.57,10.29,1.68,0,none
1651541334.466161,0,0,0,0,0.19,-1.60,0.84,-18.43,98.69,-54.32,20.32,30.38,-10.53,0,-0.68,-0.02,0.81,-30.21,157.78,-193.48,23.57,10.29,1.68,0,none
1651541334.4803584,0,0,0,0,0.01,-1.53,1.00,-18.43,98.69,-54.32,20.32,30.38,-10.53,0,-0.67,-0.39,0.75,-19.59,176.21,-177.19,23.57,10.29,1.68,0,none
1651541334.4936335,0,0,0,0,0.02,-1.76,1.05,-32.65,77.39,-22.95,12.37,33.34,-13.28,0,-0.61,-0.80,0.63,-4.27,193.36,-151.67,33.56,13.22,-1.50,0,none
1651541334.5081594,0,0,0,0,0.11,-1.75,1.29,-19.65,85.57,1.28,12.37,33.34,-13.28,0,-0.54,-1.24,0.46,3.60,206.36,-114.81,33.56,13.22,-1.50,0,none
1651541334.5268562,0,0,0,0,0.13,-1.68,1.42,22.16,94.54,29.97,12.37,33.34,-13.28,0,-0.45,-1.58,0.23,3.60,206.36,-114.81,33.56,13.22,-1.50,0,none
1651541334.5406716,0,0,0,0,0.19,-1.61,1.32,38.94,100.83,59.45,12.37,33.34,-13.28,0,-0.29,-2.21,-0.15,27.10,209.05,2.20,33.56,13.22,-1.50,0,none
1651541334.5473254,0,0,0,1,0.15,-1.49,1.32,34.79,105.59,86.61,12.37,33.34,-13.28,0,-0.23,-2.64,-0.56,28.50,194.76,79.71,33.56,13.22,-1.50,0,none
1651541334.5591753,0,0,0,0,0.04,-1.31,1.35,21.85,111.27,108.52,12.37,35.25,-15.16,0,-0.38,-2.95,-0.94,46.63,170.72,165.71,33.56,13.22,-1.50,0,none
1651541334.5701516,0,0,0,0,-0.11,-1.67,1.26,39.73,54.38,-12.51,12.73,21.03,-16.00,0,-0.56,-2.97,-1.19,46.63,170.72,165.71,39.26,17.09,-4.58,0,none
1651541334.581216,0,0,0,0,-0.10,-1.73,1.30,53.89,67.14,28.93,12.73,21.03,-16.00,0,-0.85,-2.70,-1.26,87.52,104.55,334.59,39.26,17.09,-4.58,0,none
1651541334.591897,0,0,0,0,-0.15,-1.66,1.26,45.96,79.41,70.80,12.73,21.03,-16.00,0,-1.19,-2.20,-1.15,103.03,71.47,403.26,39.26,17.09,-4.58,0,none
1651541334.6027517,0,0,0,0,-0.23,-1.52,1.29,27.77,91.37,108.95,12.73,21.03,-16.00,0,-1.58,-1.58,-0.96,107.85,43.64,456.48,39.26,17.09,-4.58,0,none
1651541334.615087,0,0,0,0,-0.26,-1.35,1.32,5.00,102.91,140.69,12.73,21.03,-16.00,0,-1.89,-0.87,-0.72,94.48,24.35,497.25,39.26,17.09,-4.58,0,none
1651541334.6375632,0,0,0,0,-0.29,-1.13,1.32,-8.61,113.53,165.71,15.70,21.85,-15.72,1,-1.92,-0.04,-0.40,48.71,17.03,531.56,39.26,17.09,-4.58,0,none
1651541334.6518083,0,0,0,0,-0.35,-0.94,1.34,-16.54,124.57,184.57,15.70,21.85,-15.72,1,-1.83,1.00,0.01,-111.57,21.00,479.86,35.89,14.78,-7.86,0,none
1651541334.6641057,0,0,0,0,-0.34,-0.74,1.34,-17.46,136.05,198.12,15.70,21.85,-15.72,1,-0.53,4.00,-0.55,182.19,49.38,-99.98,35.89,14.78,-7.86,0,none
1651541334.6754808,0,0,0,0,-0.39,-0.54,1.26,-15.81,147.46,206.54,15.70,21.85,-15.72,1,0.27,0.36,-0.18,-8.79,59.51,-18.74,35.89,14.78,-7.86,0,none
1651541334.6867828,0,0,0,0,-0.46,-0.38,1.09,-17.21,157.96,211.36,15.70,21.85,-15.72,1,0.38,0.61,-0.86,19.17,51.39,34.73,35.89,14.78,-7.86,0,none
1651541334.698603,0,0,0,0,-0.46,-0.22,0.90,-22.28,165.34,212.71,15.70,21.85,-15.72,1,0.32,1.29,-1.45,-6.10,30.27,47.73,35.89,14.78,-7.86,0,none
1651541334.7098196,0,0,0,0,-0.38,-0.06,0.70,-22.71,167.66,210.21,21.66,21.58,-10.80,1,0.05,1.89,-1.78,-12.02,-2.20,34.12,35.49,16.24,3.37,0,none
1651541334.7210746,0,0,0,0,-0.30,0.09,0.51,-23.13,164.12,204.77,21.66,21.58,-10.80,1,0.15,0.72,-0.25,5.98,-1.40,-14.10,35.49,16.24,3.37,0,none
1651541334.7320476,0,0,0,0,-0.24,0.23,0.33,-23.74,156.31,197.02,21.66,21.58,-10.80,1,0.17,0.75,-0.26,5.19,-3.36,-9.52,35.49,16.24,3.37,0,none
1651541334.7431216,0,0,0,0,-0.20,0.35,0.17,-25.39,145.02,186.65,21.66,21.58,-10.80,1,0.18,0.79,-0.26,4.82,-5.00,-5.55,35.47,16.10,2.60,0,none
1651541334.7542176,0,0,0,0,-0.16,0.46,0.01,-26.86,130.13,174.26,21.66,21.58,-10.80,0,0.19,0.84,-0.28,4.52,-7.08,-2.87,35.47,16.10,2.60,0,none
1651541334.7676938,0,0,0,0,-0.09,0.58,-0.15,-26.92,112.61,160.89,21.66,21.58,-10.80,0,0.19,0.87,-0.31,4.64,-9.34,-1.16,35.47,16.10,2.60,0,none
1651541334.7921515,0,0,0,0,-0.09,0.69,-0.33,-29.17,90.70,146.55,27.48,22.12,-6.20,0,0.21,0.90,-0.34,4.33,-11.78,-0.37,35.47,16.10,2.60,0,none
1651541334.8062885,0,0,0,0,-0.06,0.90,-0.90,-32.23,31.19,110.29,27.48,22.12,-6.20,0,0.22,0.93,-0.37,4.88,-14.83,0.00,35.47,16.10,2.60,0,none
1651541334.8179574,0,0,0,0,-0.07,1.00,-1.24,-29.36,-8.48,87.22,27.48,22.12,-6.20,0,0.23,0.95,-0.41,4.82,-18.37,0.18,35.21,16.35,3.76,0,none
1651541334.8222098,1,0,0,0,-0.05,1.08,-1.64,-25.33,-57.92,62.87,27.48,22.12,-6.20,0,0.24,0.95,-0.50,0.24,-26.00,-1.10,35.21,16.35,3.76,0,none
1651541334.8348827,0,0,0,0,-0.05,1.09,-2.03,-16.66,-117.68,39.00,27.48,22.12,-6.20,0,0.25,0.96,-0.51,0.06,-30.64,-2.38,35.21,16.35,3.76,0,none
1651541334.852631,0,0,0,0,-0.19,0.95,-2.36,-6.84,-184.88,18.49,29.10,24.18,-3.71,0,0.27,0.99,-0.51,3.97,-36.44,-3.05,35.21,16.35,3.76,0,none
1651541334.863043,0,0,0,0,-0.41,0.69,-2.51,-4.94,-256.65,5.13,29.10,24.18,-3.71,0,0.30,0.97,-0.52,6.84,-43.82,-2.99,35.21,16.35,3.76,0,none
1651541334.8733957,0,0,0,0,-0.69,0.39,-2.40,-1.34,-328.92,-0.67,29.10,24.18,-3.71,0,0.33,0.94,-0.51,2.38,-51.70,-2.38,35.21,16.35,3.76,0,none
1651541334.8835611,0,0,0,0,-1.00,0.16,-1.99,2.62,-399.54,-0.31,29.10,24.18,-3.71,0,0.33,0.93,-0.48,-13.61,-57.62,-2.56,34.40,14.55,4.91,0,none
1651541334.8944516,0,0,0,0,-1.22,0.09,-1.18,2.62,-399.54,-0.31,29.10,24.18,-3.71,0,0.27,1.07,-0.35,-15.50,-60.06,-3.66,34.40,14.55,4.91,0,none
1651541334.9046764,0,0,0,0,-1.10,0.29,-0.05,41.81,-527.10,7.87,29.10,24.18,-3.71,0,0.24,1.09,-0.28,0.67,-60.42,-5.25,34.40,14.55,4.91,0,none
1651541334.9148228,0,0,0,0,-1.00,0.60,1.21,41.81,-527.10,7.87,20.96,27.03,-9.47,0,0.24,1.13,-0.25,15.50,-60.67,-7.87,34.40,14.55,4.91,0,none
1651541334.9252915,0,0,0,0,-1.31,1.07,4.00,129.39,-119.63,2.69,20.96,27.03,-9.47,0,0.26,1.07,-0.25,20.57,-61.83,-9.83,34.40,14.55,4.91,0,none
1651541334.9355142,0,0,0,0,1.91,0.35,1.05,-5.13,148.19,-6.29,20.96,27.03,-9.47,0,0.30,1.02,-0.23,20.32,-63.42,-10.19,34.40,14.55,4.91,0,none
1651541334.9458635,0,0,0,0,0.40,0.50,0.47,-3.48,90.27,-25.70,20.96,27.03,-9.47,0,0.30,0.95,-0.20,9.09,-64.27,-10.56,32.63,13.98,4.25,0,none
1651541334.9559171,0,0,0,0,-0.05,0.13,0.97,-23.80,58.72,-32.41,20.96,27.03,-9.47,0,0.26,0.94,-0.12,-6.16,-62.50,-12.82,32.63,13.98,4.25,0,none
1651541334.9660563,0,0,0,0,0.01,-0.13,1.72,21.67,75.26,-17.70,13.24,29.57,-14.12,0,0.20,1.04,0.00,-2.26,-58.35,-15.81,32.63,13.98,4.25,0,none
1651541334.9762526,0,0,0,0,0.03,0.04,1.73,57.74,96.01,-5.31,13.24,29.57,-14.12,0,0.17,1.04,0.08,13.79,-53.53,-18.55,32.63,13.98,4.25,0,none
1651541334.9863527,0,0,0,0,-0.09,0.09,1.63,50.66,119.20,3.30,13.24,29.57,-14.12,0,0.17,0.95,0.08,22.52,-49.38,-20.69,32.63,13.98,4.25,0,none
1651541334.9965065,0,0,0,0,-0.19,0.25,1.51,19.59,141.60,7.14,13.24,29.57,-14.12,0,0.20,0.88,0.09,19.10,-45.35,-21.79,30.87,12.74,4.21,0,none
1651541335.0067105,0,0,0,0,-0.21,0.39,1.42,-9.46,159.79,4.58,13.24,29.57,-14.12,0,0.18,0.81,0.14,21.18,-34.91,-21.18,30.87,12.74,4.21,0,none
1651541335.0170677,0,0,0,0,-0.12,0.51,1.36,-25.70,173.40,-2.56,13.24,29.57,-14.12,0,0.14,0.75,0.15,19.35,-28.63,-19.41,30.87,12.74,4.21,0,none
1651541335.0276878,0,0,0,0,-0.08,0.59,1.30,-29.42,184.69,-11.29,14.33,28.09,-13.98,0,0.14,0.71,0.16,16.24,-21.79,-16.42,30.87,12.74,4.21,0,none
1651541335.0378032,0,0,0,0,-0.09,0.63,1.22,-27.10,194.34,-21.30,14.33,28.09,-13.98,0,0.14,0.67,0.16,12.08,-14.89,-12.63,30.87,12.74,4.21,0,none
1651541335.0477757,0,0,0,0,-0.11,0.65,1.11,-26.98,202.03,-32.41,14.33,28.09,-13.98,0,0.14,0.64,0.16,7.39,-8.79,-7.93,30.87,12.74,4.21,0,none
1651541335.0578668,0,0,0,0,-0.11,0.65,0.94,-29.54,207.34,-43.95,14.33,28.09,-13.98,0,0.13,0.63,0.15,3.60,-3.11,-3.23,29.61,12.61,2.60,0,none
1651541335.0684404,0,0,0,0,-0.15,0.60,0.73,-29.54,207.34,-43.95,14.33,28.09,-13.98,0,0.14,0.66,0.14,3.91,2.20,1.59,29.61,12.61,2.60,0,none
1651541335.0789843,0,0,0,0,-0.18,0.55,0.50,-34.12,208.44,-67.93,17.83,24.58,-14.12,0,0.15,0.68,0.11,6.47,7.02,6.96,29.61,12.61,2.60,0,none
1651541335.0889788,0,0,0,0,-0.16,0.47,0.25,-34.97,202.03,-78.55,17.83,24.58,-14.12,0,0.15,0.70,0.07,7.69,10.68,11.47,29.61,12.61,2.60,0,none
1651541335.0990813,0,0,0,0,-0.11,0.39,0.01,-38.76,190.61,-87.34,17.83,24.58,-14.12,0,0.15,0.72,0.03,7.14,12.94,15.81,29.61,12.61,2.60,0,none
1651541335.1096184,0,0,0,0,-0.08,0.31,-0.20,-48.28,173.95,-94.36,17.83,24.58,-14.12,0,0.14,0.74,-0.01,5.25,14.16,19.17,29.61,12.61,2.60,0,none
1651541335.1200495,0,0,0,0,-0.02,0.30,-0.64,-67.26,122.44,-105.77,17.83,24.58,-14.12,0,0.13,0.76,-0.03,4.52,14.40,22.03,28.69,12.46,4.86,0,none
1651541335.130881,0,0,0,0,-0.01,0.30,-0.92,-66.35,86.67,-113.16,17.83,24.58,-14.12,0,0.14,0.77,-0.06,5.13,13.73,24.66,28.69,12.46,4.86,0,none
1651541335.1409097,0,0,0,0,-0.05,0.24,-1.31,-57.86,43.33,-121.77,19.47,20.76,-12.35,1,0.13,0.78,-0.09,4.76,12.15,27.22,28.69,12.46,4.86,0,none
1651541335.151113,0,0,0,0,-0.12,0.11,-1.73,-47.18,-8.61,-129.64,19.47,20.76,-12.35,1,0.13,0.79,-0.11,4.15,9.70,29.97,28.69,12.46,4.86,0,none
